perturbation_percentage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,average
50,0.5875,0.659375,0.73125,0.6125,0.678125,0.65625,0.609375,0.71875,0.65625,0.63125,0.659375,0.659375,0.678125,0.671875,0.6375,0.63125,0.7,0.653125,0.653125,0.728125,0.7625,0.6375,0.703125,0.746875,0.659375,0.721875,0.653125,0.746875,0.653125,0.678125,0.728125,0.678125,0.6375,0.621875,0.65625,0.653125,0.646875,0.690625,0.61875,0.65,0.625,0.7,0.740625,0.703125,0.6375,0.696875,0.721875,0.71875,0.65625,0.728125,0.634375,0.68125,0.6125,0.65625,0.696875,0.684375,0.671875,0.671875,0.64375,0.69375,0.653125,0.75625,0.603125,0.61875,0.70625,0.621875,0.65625,0.628125,0.578125,0.703125,0.71875,0.753125,0.671875,0.59375,0.6875,0.6375,0.66875,0.6625,0.653125,0.74375,0.690625,0.671875,0.728125,0.68125,0.71875,0.7,0.7,0.709375,0.653125,0.65625,0.634375,0.634375,0.7625,0.6875,0.64375,0.60625,0.6625,0.615625,0.665625,0.65625,0.6712499999999999
55,0.5125,0.625,0.59375,0.575,0.55625,0.54375,0.55,0.596875,0.528125,0.525,0.5,0.571875,0.60625,0.621875,0.525,0.55,0.590625,0.634375,0.6375,0.628125,0.75,0.528125,0.64375,0.7,0.6125,0.628125,0.55625,0.659375,0.521875,0.640625,0.653125,0.6,0.546875,0.559375,0.5875,0.571875,0.534375,0.65,0.484375,0.559375,0.5,0.684375,0.634375,0.634375,0.5875,0.603125,0.634375,0.615625,0.55,0.671875,0.49375,0.6,0.515625,0.559375,0.628125,0.64375,0.559375,0.590625,0.5625,0.6625,0.621875,0.696875,0.5125,0.528125,0.6375,0.565625,0.596875,0.578125,0.534375,0.63125,0.6125,0.684375,0.5625,0.55625,0.6,0.5875,0.625,0.546875,0.5625,0.675,0.60625,0.603125,0.63125,0.621875,0.6375,0.646875,0.634375,0.678125,0.5625,0.575,0.55625,0.5875,0.65,0.659375,0.55625,0.528125,0.559375,0.5625,0.565625,0.61875,0.59346875
60,0.43125,0.584375,0.56875,0.484375,0.496875,0.496875,0.484375,0.54375,0.4375,0.465625,0.471875,0.453125,0.5875,0.55,0.4875,0.490625,0.534375,0.559375,0.559375,0.5875,0.6625,0.475,0.58125,0.584375,0.559375,0.521875,0.484375,0.559375,0.46875,0.546875,0.55625,0.540625,0.50625,0.46875,0.51875,0.528125,0.515625,0.5625,0.478125,0.525,0.49375,0.6,0.5625,0.509375,0.54375,0.53125,0.55,0.50625,0.49375,0.640625,0.446875,0.546875,0.49375,0.515625,0.546875,0.596875,0.51875,0.5,0.509375,0.603125,0.51875,0.64375,0.459375,0.528125,0.6,0.509375,0.553125,0.53125,0.51875,0.5,0.540625,0.6125,0.50625,0.51875,0.51875,0.521875,0.5125,0.528125,0.490625,0.609375,0.5375,0.55,0.56875,0.553125,0.509375,0.6,0.559375,0.60625,0.5125,0.478125,0.509375,0.51875,0.546875,0.553125,0.48125,0.471875,0.484375,0.5375,0.525,0.559375,0.530125
65,0.396875,0.496875,0.478125,0.44375,0.425,0.471875,0.39375,0.515625,0.390625,0.45,0.4375,0.4125,0.521875,0.43125,0.453125,0.4625,0.48125,0.471875,0.453125,0.5,0.55,0.446875,0.5125,0.55,0.503125,0.48125,0.4625,0.446875,0.45,0.43125,0.4875,0.471875,0.453125,0.459375,0.459375,0.484375,0.465625,0.475,0.45625,0.453125,0.453125,0.546875,0.478125,0.4125,0.453125,0.50625,0.49375,0.453125,0.465625,0.55625,0.44375,0.484375,0.46875,0.478125,0.503125,0.5,0.484375,0.459375,0.421875,0.546875,0.484375,0.6,0.425,0.48125,0.53125,0.484375,0.48125,0.46875,0.478125,0.440625,0.49375,0.521875,0.453125,0.4625,0.46875,0.428125,0.434375,0.45,0.45,0.5,0.4125,0.490625,0.484375,0.503125,0.46875,0.5125,0.4875,0.46875,0.46875,0.4625,0.465625,0.453125,0.465625,0.446875,0.459375,0.428125,0.453125,0.503125,0.478125,0.484375,0.4713125000000001
70,0.3875,0.425,0.4,0.390625,0.40625,0.478125,0.328125,0.4625,0.31875,0.4125,0.409375,0.365625,0.4625,0.38125,0.428125,0.428125,0.409375,0.415625,0.415625,0.446875,0.434375,0.440625,0.446875,0.484375,0.440625,0.45625,0.428125,0.39375,0.396875,0.425,0.428125,0.4,0.38125,0.440625,0.440625,0.434375,0.475,0.415625,0.4,0.378125,0.403125,0.446875,0.428125,0.378125,0.39375,0.45,0.415625,0.428125,0.36875,0.415625,0.428125,0.41875,0.43125,0.459375,0.421875,0.45625,0.453125,0.340625,0.39375,0.475,0.45625,0.49375,0.41875,0.415625,0.5125,0.45625,0.428125,0.4125,0.428125,0.409375,0.415625,0.496875,0.4,0.4125,0.471875,0.4,0.390625,0.440625,0.36875,0.40625,0.365625,0.4125,0.41875,0.440625,0.4375,0.415625,0.41875,0.41875,0.428125,0.425,0.428125,0.4,0.396875,0.428125,0.41875,0.38125,0.409375,0.44375,0.440625,0.471875,0.42153125
75,0.371875,0.36875,0.365625,0.3875,0.396875,0.453125,0.309375,0.45625,0.315625,0.375,0.340625,0.325,0.40625,0.3625,0.371875,0.409375,0.4,0.3625,0.365625,0.415625,0.340625,0.421875,0.3625,0.43125,0.396875,0.40625,0.40625,0.3375,0.3875,0.371875,0.375,0.34375,0.371875,0.41875,0.4,0.35625,0.45625,0.34375,0.375,0.328125,0.3625,0.378125,0.390625,0.353125,0.384375,0.384375,0.371875,0.409375,0.3375,0.353125,0.4,0.371875,0.403125,0.4125,0.371875,0.415625,0.40625,0.30625,0.384375,0.425,0.384375,0.409375,0.396875,0.378125,0.403125,0.4375,0.365625,0.375,0.390625,0.3875,0.36875,0.453125,0.378125,0.35,0.4375,0.359375,0.328125,0.40625,0.31875,0.359375,0.3375,0.36875,0.3625,0.378125,0.38125,0.359375,0.403125,0.3625,0.43125,0.403125,0.38125,0.35,0.35,0.353125,0.409375,0.3625,0.39375,0.384375,0.378125,0.41875,0.3806874999999998
80,0.3625,0.3375,0.334375,0.36875,0.328125,0.375,0.29375,0.378125,0.253125,0.321875,0.296875,0.3125,0.321875,0.3125,0.290625,0.35625,0.3625,0.30625,0.334375,0.3875,0.3125,0.409375,0.340625,0.3625,0.340625,0.35625,0.4,0.28125,0.365625,0.334375,0.34375,0.3,0.2875,0.40625,0.359375,0.309375,0.40625,0.30625,0.3625,0.321875,0.328125,0.325,0.334375,0.35,0.3625,0.36875,0.3375,0.353125,0.321875,0.26875,0.334375,0.31875,0.36875,0.359375,0.321875,0.390625,0.315625,0.26875,0.340625,0.315625,0.31875,0.359375,0.353125,0.359375,0.35625,0.328125,0.328125,0.35,0.328125,0.328125,0.309375,0.384375,0.325,0.2875,0.3875,0.33125,0.3,0.3625,0.265625,0.30625,0.328125,0.321875,0.33125,0.33125,0.31875,0.303125,0.365625,0.3375,0.371875,0.346875,0.353125,0.325,0.325,0.296875,0.365625,0.30625,0.384375,0.328125,0.346875,0.3625,0.33643749999999994
85,0.325,0.290625,0.2625,0.296875,0.2625,0.3,0.275,0.3,0.1875,0.25625,0.221875,0.26875,0.284375,0.28125,0.25625,0.3125,0.346875,0.25,0.309375,0.334375,0.2875,0.33125,0.3,0.290625,0.309375,0.2375,0.340625,0.24375,0.296875,0.3,0.26875,0.234375,0.209375,0.384375,0.284375,0.284375,0.340625,0.26875,0.290625,0.25625,0.26875,0.25625,0.296875,0.321875,0.3125,0.296875,0.33125,0.2875,0.271875,0.221875,0.240625,0.290625,0.315625,0.315625,0.253125,0.334375,0.3,0.2,0.30625,0.278125,0.29375,0.271875,0.309375,0.278125,0.325,0.275,0.25625,0.30625,0.28125,0.25,0.284375,0.334375,0.265625,0.265625,0.328125,0.28125,0.25625,0.284375,0.203125,0.253125,0.296875,0.25625,0.253125,0.271875,0.26875,0.25625,0.30625,0.29375,0.35625,0.303125,0.2625,0.253125,0.253125,0.25625,0.30625,0.2125,0.2875,0.30625,0.275,0.34375,0.28303125000000007
90,0.21875,0.240625,0.18125,0.25,0.221875,0.271875,0.25,0.203125,0.184375,0.18125,0.1625,0.2,0.215625,0.26875,0.215625,0.259375,0.26875,0.196875,0.271875,0.2625,0.21875,0.246875,0.2375,0.228125,0.3,0.225,0.278125,0.21875,0.2125,0.228125,0.240625,0.171875,0.15625,0.303125,0.21875,0.26875,0.290625,0.2375,0.221875,0.184375,0.225,0.221875,0.253125,0.25625,0.2375,0.234375,0.275,0.259375,0.240625,0.190625,0.15,0.2125,0.221875,0.25625,0.21875,0.21875,0.2375,0.134375,0.259375,0.225,0.246875,0.215625,0.25,0.246875,0.29375,0.2375,0.2,0.24375,0.2,0.2,0.228125,0.278125,0.23125,0.21875,0.240625,0.225,0.175,0.18125,0.18125,0.23125,0.296875,0.21875,0.2375,0.2375,0.23125,0.209375,0.25,0.284375,0.28125,0.228125,0.159375,0.24375,0.228125,0.18125,0.240625,0.178125,0.209375,0.228125,0.209375,0.29375,0.22912500000000002
95,0.1,0.175,0.15,0.209375,0.15625,0.178125,0.203125,0.15625,0.13125,0.134375,0.128125,0.134375,0.1375,0.153125,0.146875,0.221875,0.240625,0.15625,0.203125,0.1875,0.140625,0.19375,0.153125,0.14375,0.171875,0.14375,0.1875,0.19375,0.15,0.15625,0.178125,0.115625,0.13125,0.215625,0.184375,0.23125,0.20625,0.171875,0.171875,0.140625,0.159375,0.171875,0.19375,0.203125,0.178125,0.175,0.246875,0.165625,0.178125,0.178125,0.11875,0.18125,0.153125,0.15,0.171875,0.153125,0.1875,0.11875,0.209375,0.15625,0.178125,0.159375,0.2,0.2,0.221875,0.2,0.175,0.253125,0.134375,0.140625,0.1125,0.203125,0.184375,0.178125,0.221875,0.165625,0.146875,0.15625,0.15625,0.2,0.209375,0.1625,0.215625,0.13125,0.184375,0.153125,0.1625,0.225,0.221875,0.159375,0.11875,0.1875,0.16875,0.096875,0.15,0.146875,0.15625,0.175,0.171875,0.26875,0.17187499999999997
100,0.08125,0.14375,0.10625,0.15,0.134375,0.128125,0.1,0.10625,0.096875,0.103125,0.084375,0.090625,0.084375,0.109375,0.1,0.11875,0.10625,0.140625,0.140625,0.096875,0.103125,0.096875,0.096875,0.125,0.096875,0.115625,0.121875,0.103125,0.121875,0.0875,0.14375,0.08125,0.084375,0.13125,0.134375,0.09375,0.128125,0.109375,0.125,0.121875,0.11875,0.134375,0.109375,0.121875,0.1,0.1,0.15625,0.096875,0.06875,0.128125,0.05625,0.103125,0.1125,0.096875,0.153125,0.059375,0.128125,0.071875,0.15,0.08125,0.109375,0.11875,0.121875,0.125,0.115625,0.125,0.121875,0.121875,0.09375,0.103125,0.053125,0.1875,0.05625,0.134375,0.146875,0.11875,0.121875,0.1,0.103125,0.13125,0.090625,0.084375,0.15,0.115625,0.13125,0.121875,0.096875,0.134375,0.090625,0.171875,0.08125,0.09375,0.11875,0.05,0.103125,0.10625,0.075,0.090625,0.1125,0.13125,0.11049999999999999
