perturbation_percentage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,average
0,0.978125,0.965625,0.9875,0.9625,0.978125,0.98125,0.959375,0.996875,0.984375,0.98125,0.984375,0.971875,0.990625,0.99375,0.975,0.96875,0.990625,0.98125,0.9625,0.990625,0.98125,0.984375,0.990625,0.975,0.975,0.99375,0.959375,0.9875,0.9875,0.9875,0.978125,0.98125,0.959375,0.984375,0.99375,0.975,0.978125,0.975,0.98125,0.978125,0.98125,0.975,0.984375,0.98125,0.984375,0.978125,0.984375,0.990625,0.975,0.971875,0.9625,0.984375,0.975,0.978125,0.971875,0.9875,0.9875,0.971875,0.965625,0.98125,0.9625,0.990625,0.9875,0.975,0.978125,0.9875,0.978125,0.98125,0.9875,0.9625,0.975,0.996875,0.984375,0.96875,0.971875,0.98125,0.978125,0.971875,0.984375,0.9875,0.96875,0.98125,0.971875,0.9875,0.978125,0.971875,0.98125,0.98125,0.96875,0.99375,0.9875,0.978125,0.975,0.98125,0.98125,0.99375,0.984375,0.965625,0.9875,0.975,0.9794687500000002
2,0.975,0.965625,0.98125,0.96875,0.975,0.98125,0.965625,0.990625,0.96875,0.98125,0.98125,0.96875,0.990625,0.990625,0.95625,0.965625,0.990625,0.978125,0.9625,0.9875,0.98125,0.978125,0.99375,0.975,0.96875,0.99375,0.959375,0.984375,0.9875,0.984375,0.978125,0.98125,0.965625,0.990625,0.984375,0.975,0.971875,0.971875,0.978125,0.975,0.971875,0.971875,0.975,0.971875,0.990625,0.978125,0.98125,0.990625,0.965625,0.971875,0.971875,0.984375,0.978125,0.978125,0.96875,0.98125,0.984375,0.971875,0.9625,0.98125,0.959375,0.984375,0.984375,0.971875,0.971875,0.984375,0.978125,0.978125,0.978125,0.9625,0.96875,0.990625,0.984375,0.965625,0.96875,0.98125,0.975,0.971875,0.975,0.984375,0.96875,0.975,0.965625,0.978125,0.975,0.978125,0.98125,0.98125,0.9625,0.990625,0.98125,0.978125,0.96875,0.975,0.978125,0.99375,0.984375,0.9625,0.9875,0.965625,0.9768437500000001
5,0.975,0.9625,0.975,0.96875,0.959375,0.971875,0.95,0.984375,0.9625,0.98125,0.978125,0.965625,0.98125,0.990625,0.946875,0.959375,0.990625,0.971875,0.9625,0.984375,0.978125,0.978125,0.990625,0.96875,0.95,0.98125,0.959375,0.96875,0.975,0.978125,0.975,0.971875,0.953125,0.9875,0.98125,0.96875,0.96875,0.96875,0.978125,0.975,0.965625,0.965625,0.971875,0.9625,0.9875,0.96875,0.978125,0.98125,0.959375,0.96875,0.96875,0.98125,0.965625,0.96875,0.959375,0.96875,0.978125,0.971875,0.9625,0.975,0.953125,0.98125,0.978125,0.96875,0.965625,0.98125,0.98125,0.98125,0.9625,0.95625,0.96875,0.9875,0.98125,0.959375,0.965625,0.971875,0.965625,0.971875,0.971875,0.978125,0.9625,0.96875,0.96875,0.98125,0.975,0.96875,0.98125,0.971875,0.965625,0.978125,0.96875,0.978125,0.965625,0.971875,0.96875,0.99375,0.96875,0.959375,0.975,0.965625,0.9715625000000003
8,0.95,0.953125,0.959375,0.95625,0.953125,0.971875,0.94375,0.965625,0.95625,0.978125,0.965625,0.9625,0.98125,0.990625,0.9375,0.953125,0.98125,0.96875,0.95625,0.975,0.975,0.96875,0.95625,0.95625,0.925,0.978125,0.95625,0.95625,0.9625,0.978125,0.96875,0.971875,0.94375,0.971875,0.975,0.965625,0.96875,0.965625,0.971875,0.965625,0.95625,0.95625,0.965625,0.975,0.978125,0.93125,0.965625,0.98125,0.953125,0.959375,0.965625,0.98125,0.965625,0.971875,0.946875,0.959375,0.965625,0.953125,0.9625,0.9625,0.953125,0.978125,0.978125,0.9625,0.95,0.978125,0.98125,0.971875,0.95625,0.953125,0.96875,0.965625,0.96875,0.94375,0.96875,0.96875,0.959375,0.95625,0.965625,0.971875,0.959375,0.965625,0.953125,0.96875,0.965625,0.96875,0.971875,0.965625,0.965625,0.971875,0.959375,0.975,0.96875,0.959375,0.96875,0.984375,0.95625,0.959375,0.96875,0.959375,0.9641249999999997
10,0.9125,0.915625,0.940625,0.928125,0.934375,0.9625,0.925,0.946875,0.946875,0.965625,0.94375,0.9375,0.971875,0.978125,0.934375,0.934375,0.984375,0.9375,0.9375,0.946875,0.975,0.94375,0.946875,0.95,0.925,0.971875,0.934375,0.940625,0.946875,0.96875,0.946875,0.95625,0.940625,0.975,0.959375,0.946875,0.96875,0.953125,0.934375,0.95,0.95,0.95625,0.94375,0.94375,0.95625,0.909375,0.9625,0.965625,0.934375,0.934375,0.946875,0.975,0.94375,0.95625,0.928125,0.95,0.93125,0.9375,0.95625,0.953125,0.934375,0.953125,0.965625,0.94375,0.934375,0.95,0.959375,0.953125,0.95625,0.94375,0.95625,0.959375,0.94375,0.934375,0.9375,0.946875,0.940625,0.946875,0.940625,0.95625,0.953125,0.959375,0.9375,0.934375,0.940625,0.95625,0.953125,0.959375,0.9625,0.95,0.934375,0.9625,0.946875,0.95,0.934375,0.9875,0.91875,0.925,0.959375,0.953125,0.9478750000000001
12,0.890625,0.909375,0.94375,0.9125,0.93125,0.9375,0.903125,0.940625,0.934375,0.940625,0.94375,0.921875,0.921875,0.9625,0.91875,0.9125,0.965625,0.91875,0.91875,0.94375,0.965625,0.9125,0.934375,0.93125,0.928125,0.95,0.9125,0.928125,0.93125,0.959375,0.9375,0.928125,0.903125,0.95625,0.93125,0.946875,0.965625,0.940625,0.928125,0.94375,0.9375,0.94375,0.9375,0.9375,0.934375,0.890625,0.946875,0.9375,0.9,0.93125,0.940625,0.9625,0.9375,0.94375,0.915625,0.9375,0.928125,0.921875,0.946875,0.95625,0.91875,0.953125,0.940625,0.934375,0.921875,0.94375,0.95,0.946875,0.921875,0.93125,0.93125,0.953125,0.928125,0.921875,0.93125,0.925,0.93125,0.946875,0.921875,0.94375,0.928125,0.946875,0.915625,0.925,0.925,0.94375,0.9375,0.95,0.934375,0.94375,0.925,0.940625,0.93125,0.95,0.928125,0.971875,0.903125,0.903125,0.928125,0.928125,0.9335000000000001
15,0.88125,0.91875,0.9125,0.90625,0.921875,0.915625,0.9,0.91875,0.9125,0.921875,0.934375,0.9125,0.921875,0.940625,0.903125,0.90625,0.953125,0.9,0.909375,0.93125,0.94375,0.9,0.921875,0.925,0.93125,0.9375,0.90625,0.89375,0.909375,0.95,0.925,0.915625,0.884375,0.940625,0.91875,0.915625,0.946875,0.928125,0.896875,0.921875,0.9125,0.928125,0.921875,0.93125,0.925,0.875,0.940625,0.91875,0.89375,0.91875,0.921875,0.953125,0.928125,0.93125,0.909375,0.9,0.9125,0.91875,0.925,0.953125,0.90625,0.95,0.928125,0.91875,0.9125,0.928125,0.946875,0.915625,0.9,0.928125,0.925,0.940625,0.921875,0.915625,0.90625,0.909375,0.915625,0.940625,0.9125,0.921875,0.9,0.93125,0.89375,0.928125,0.9,0.9375,0.921875,0.9375,0.93125,0.9125,0.90625,0.921875,0.925,0.9375,0.915625,0.925,0.9,0.9,0.9,0.925,0.9194687500000002
18,0.853125,0.909375,0.884375,0.89375,0.915625,0.903125,0.884375,0.896875,0.909375,0.909375,0.89375,0.878125,0.91875,0.928125,0.878125,0.896875,0.94375,0.871875,0.896875,0.91875,0.928125,0.890625,0.9125,0.909375,0.9125,0.925,0.88125,0.86875,0.88125,0.91875,0.921875,0.909375,0.8875,0.934375,0.890625,0.9,0.934375,0.909375,0.890625,0.91875,0.90625,0.903125,0.903125,0.91875,0.909375,0.8625,0.934375,0.896875,0.88125,0.903125,0.90625,0.925,0.91875,0.903125,0.86875,0.884375,0.909375,0.903125,0.9,0.934375,0.890625,0.9375,0.9125,0.90625,0.89375,0.925,0.928125,0.903125,0.871875,0.896875,0.89375,0.93125,0.909375,0.903125,0.89375,0.90625,0.9125,0.9125,0.89375,0.896875,0.9,0.90625,0.878125,0.91875,0.871875,0.921875,0.921875,0.934375,0.890625,0.90625,0.896875,0.903125,0.921875,0.921875,0.9125,0.91875,0.89375,0.88125,0.8875,0.909375,0.9039687500000001
20,0.84375,0.896875,0.85,0.884375,0.903125,0.884375,0.878125,0.8875,0.875,0.896875,0.871875,0.871875,0.903125,0.91875,0.8375,0.88125,0.9125,0.846875,0.871875,0.896875,0.9125,0.86875,0.89375,0.89375,0.875,0.9125,0.840625,0.8625,0.8625,0.903125,0.9,0.8875,0.859375,0.934375,0.871875,0.871875,0.921875,0.9,0.884375,0.896875,0.890625,0.8875,0.890625,0.896875,0.89375,0.84375,0.93125,0.8625,0.865625,0.896875,0.88125,0.925,0.90625,0.88125,0.85,0.86875,0.88125,0.884375,0.8875,0.9,0.875,0.915625,0.90625,0.88125,0.875,0.890625,0.909375,0.9,0.853125,0.88125,0.878125,0.896875,0.884375,0.884375,0.86875,0.878125,0.884375,0.896875,0.884375,0.890625,0.875,0.890625,0.865625,0.915625,0.865625,0.909375,0.91875,0.9125,0.865625,0.884375,0.871875,0.896875,0.8875,0.89375,0.896875,0.90625,0.8875,0.8625,0.884375,0.90625,0.88621875
